SysConst,AvgTime,Oxygen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,4,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ChambConst,Chamber,Aperture,blc_a,blc_b,blc_c,blc_d,blc_e,blc_minS,blc_maxS,blc_Po,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,6800-01A,6 cm²,0.578,0.5229739,0.003740252,-0.06197961,-0.005608586,1,6,96.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LTConst,deltaTw,fT1,fT2,fTeb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LQConst,Leaf,Ambient,abs_ambient,abs_redLED,abs_greenLED,abs_blueLED,abs_whiteLED,abs_redFlr,abs_blueFlr,k_ambient,k_redLED,k_greenLED,k_blueLED,k_whiteLED,k_redFlr,k_blueFlr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,standard,Sun+Sky,0.8,0.84,0.7,0.87,0.75,0.84,0.87,0.1911,0.1512,0.161,0.2262,0.1575,0.1596,0.2175,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
QConst,fQ_Amb_in,fQ_Amb_out,fQ_HeadLS,fQ_ConsoleLS,fQ_Flr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LeakConst,fan_a,fan_b,fan_c,fan_d,Fs_meas,Fs_true,leak_wt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,-6276,6.6,0.00001709,3.11,3.44386 205.745 342.796 559.809 845.989 1033.96 1240.86 1377.15,-4.14137 235.334 380.895 580.551 811.106 1001.32 1209.47 1400.61,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SysObs,SysObs,SysObs,SysObs,SysObs,SysObs,UserDefCon,UserDefVar,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,Leak,Leak,Leak,Leak,Leak,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,LeafQ,LeafQ,LeafQ,LeafQ,Const,Const,Const,Const,Meas,Meas,Meas,Meas,Meas,Meas,Meas,Meas,Meas,Meas,Meas,Meas,Meas,Meas,Meas,Meas,Meas,Meas,FlrLS,FlrLS,FlrLS,FlrLS,FlrLS,FlrLS,FlrLS,FlrLS,FlrLS,FlrLS,FlrLS,FlrLS,FlrLS,FlrLS,FlrLS,FlrLS,FlrLS,FlrLS,FlrStats,FlrStats,FlrStats,FlrStats,FlrStats,MchEvent,MchEvent,MchEvent,MchEvent,MchEvent,MchEvent,MchEvent,MchEvent,MchEvent,MchEvent,MchEvent,MchEvent,MchEvent,Stability,Stability,Stability,Stability,Stability,Stability,Stability,Stability,Stability,Stability,Stability,MchStatus,MchStatus,MchStatus,MchStatus,MchStatus,MchStatus,MchStatus,MchStatus,MchStatus,MchStatus,MchStatus,MchStatus,MchStatus,MchStatus,MchStatus,MchStatus,MchStatus,MchStatus,ConStatus,ConStatus,ConStatus,ConStatus,ConStatus,ConStatus,ConStatus,ConStatus,Status,Status,Status,Status,Status,Status,Status,Status,Status,Status,Status,Status,Status,Status,Status,Status
obs,time,elapsed,date,hhmmss,averaging,plant id,WUE,TIME,E,Emm,A,Ca,Ci,Pci,Pca,gsw,gbw,gtw,gtc,Rabs,TleafEB,TleafCnd,SVPleaf,RHcham,VPcham,SVPcham,VPDleaf,LatHFlux,SenHFlux,NetTherm,EBSum,Leak,LeakPct,CorrFact,CorrFactPct,Fan,DarkAdaptedID,Qmax_d,Fo,Fm,Fv/Fm,A_dark,LightAdaptedID,Qmax,Fs,Fm',PhiPS2,PS2/1,Qabs_fs,A_fs,ETR,PhiCO2,NPQ,alt._Fo',DarkPulseID,Fmin,Fo',Fv'/Fm',qP,qN,qP_Fo,qN_Fo,qL,1-qL,Qin,Qabs,alpha,convert,S,K,Geometry,Custom,TIME,CO2_s,CO2_r,H2O_s,H2O_r,CO2_a,H2O_a,Flow,Pa,ΔPcham,Tair,Tleaf,Tleaf2,Offset,Offset2,Fan_speed,Qamb_in,Qamb_out,Q,f_red,f_blue,f_farred,F,Q_modavg,F_dc,Pc,Tled,TDigital,TPreamp,TPwrSpy,TDrive,Q_red,Q_blue,Q_farred,TSPF,state,F_avg,dF/dt,dF_dc/dt,F_dc_avg,period,time,hhmmss,co2_t,h2o_t,count,co2_adj,h2o_adj,co2_match,h2o_match,co2_at,h2o_at,co2_cv,h2o_cv,ΔCO2:MN,ΔCO2:SLP,ΔCO2:SD,ΔCO2:OK,ΔH2O:MN,ΔH2O:SLP,ΔH2O:SD,ΔH2O:OK,Stable,Total,State,MatchValveR,MatchValveS,MatchCO2,MatchH2O,cf_co2_a,cf_co2_b,cf_co2_c,cf_co2_d,cf_h2o_a,cf_h2o_b,cf_h2o_c,cf_h2o_d,co2_fit_low,co2_fit_high,h2o_fit_low,h2o_fit_high,co2_elapsed,h2o_elapsed,CO2_f,CO2_f_s,Pump_f,Pump_f_s,Pump_p,Pump_p_s,Tboard,V_system,DIAG,Flow_s,Flow_r,Txchg,Tirga,Tchopper,Ts,Tr,CO2_%,Desiccant_%,Humidifier_%,Txchg_sp,CO2_r_sp,H2O_r_sp,SS_s,SS_r
,s,s,,,s,,,s,mol m⁻² s⁻¹,mmol m⁻² s⁻¹,µmol m⁻² s⁻¹,µmol mol⁻¹,µmol mol⁻¹,Pa,Pa,mol m⁻² s⁻¹,mol m⁻² s⁻¹,mol m⁻² s⁻¹,mol m⁻² s⁻¹,W m⁻²,°C,°C,kPa,%,kPa,kPa,kPa,W m⁻²,W m⁻²,W m⁻²,W m⁻²,µmol s⁻¹,%,,%,µmol s⁻¹,,,,,,µmol m⁻² s⁻¹,,,,,,,µmol m⁻² s⁻¹,µmol m⁻² s⁻¹,µmol m⁻² s⁻¹,µmol µmol⁻¹,,,,,,,,,,,,,µmol m⁻² s⁻¹,µmol m⁻² s⁻¹,,J/µmol,cm²,,,mol m⁻² s⁻¹,s,µmol mol⁻¹,µmol mol⁻¹,mmol mol⁻¹,mmol mol⁻¹,µmol mol⁻¹,mmol mol⁻¹,µmol s⁻¹,kPa,kPa,°C,°C,°C,°C,°C,rpm,µmol m⁻² s⁻¹,µmol m⁻² s⁻¹,µmol m⁻² s⁻¹,,,,,µmol m⁻² s⁻¹,,,°C,°C,°C,°C,°C,µmol m⁻² s⁻¹,µmol m⁻² s⁻¹,µmol m⁻² s⁻¹,s,,,min⁻¹,min⁻¹,,s,secs,,s,s,,µmol/mol,mmol/mol,µmol/mol,mmol/mol,µmol/mol,mmol/mol,%,%,µmol mol⁻¹,µmol mol⁻¹ min⁻¹,µmol mol⁻¹,,mmol mol⁻¹,mmol mol⁻¹ min⁻¹,mmol mol⁻¹,,,,,%,%,µmol/mol,mmol/mol,µmol/mol,,,,mmol/mol,,,,µmol mol⁻¹,µmol mol⁻¹,mmol mol⁻¹,mmol mol⁻¹,min,min,V,V,V,V,V,V,°C,V,,µmol s⁻¹,µmol s⁻¹,°C,°C,°C,°C,°C,%,%,%,°C,µmol mol⁻¹,mmol mol⁻¹,%,%
1,1712256714,0,20240404 11:51:54,11:51:54,15,h3.phatan.1,50.5626122,1712256706,0.001843612,1.843612482,7.42842358,391.6339333,301.7013489,30.71604345,39.87202893,0.146915344,2.957995747,0.142978671,0.089706578,241.7356593,25.05792106,24.61712667,3.107816339,60.56538247,1.826867798,3.016356412,1.280948541,-81.30331046,-79.51991531,-5.650302651,75.26213091,0,0,1,0,54261.97556,RECT-1505-20210918-17_20_47,10288.4,812.936,2752.91,0.704699391,-1,MPF-258-20240403-11_50_39,10254.3,174.10352,319.5931291,0.455233845,0.5,1261.199079,7.42842358,287.0702532,0.006682865,7.613795947,250.2605484,-,0,250.2605484,0.216940148,2.098430603,0.972296328,-0.294905668,1.254303857,3.016334153,-2.016334153,1499.985333,1261.199079,0.840807607,0.161158682,6,0.5,0: Broadleaf,2,1712256706,391.6339333,399.7846,17.94399333,16.13341333,401.3572667,18.40552667,599.9836667,101.695,0.1144336,24.11848,999.9,24.61712667,0,0,9993.669333,0,420.772,1499.985333,0.972992333,0.027007333,0,174.1453333,4.9992,2905.304667,12157.48667,39,40.6912,39.604,39.75826667,40.187,1454.607333,40.38,0,1712257662,0,174.10352,-1.438307696,-5.921538415,2905.2796,15,1712256685,11:51:25,1712256676,1712256685,1,-0.174,-0.028,-9.781,-0.497,399,16,0.33,0.06,-8.2469015,2.292581504,0.225453835,0,1.7670835,0.965475338,0.094805823,0,0,2,0/2,100,100,-9.725,-0.462,-6.577452347,-0.007814304,-3.18182E-07,6.4783E-10,-0.407763786,-0.027428369,0.001386821,-3.00526E-06,5,2011,2,27,0.6,0.5,1.04736,2.43896,1.59912,2.31079,1.60278,2.50854,30.6093,16.0233,18,595.587,462.34,23.0019,25.2876,30.0004,25.2727,25.2727,20.9636,41.9238,86.4015,23,400,15.953,101.04,103.329
2,1712256761,46.9000001,20240404 11:52:41,11:52:41,15,h3.phatan.1,48.50903707,1712256753,0.001912478,1.912477917,7.246118461,391.841,305.0578492,31.05652599,39.89151642,0.149376671,2.959979798,0.145311601,0.091175766,241.7334342,25.13851918,24.71274375,3.12562834,59.9235711,1.818279469,3.034330958,1.307348871,-84.34027612,-79.0282258,-5.617113194,72.74781913,0,0,1,0,54302.38777,RECT-1505-20210918-17_20_47,10288.4,812.936,2752.91,0.704699391,-1,MPF-259-20240403-11_51_26,10257,173.4970385,321.1867597,0.459825061,0.5,1261.190101,7.246118461,289.9634073,0.006538363,7.571056921,251.2366793,-,0,251.2366793,0.217786314,2.111358848,0.972038683,-0.300335434,1.253482387,3.057405419,-2.057405419,1499.975,1261.190101,0.840807414,0.161158309,6,0.5,0: Broadleaf,2,1712256753,391.841,399.8363125,17.86035,15.982075,401.5658125,18.32355,600.0145,101.691375,0.113991,24.2175125,999.9,24.71274375,0,0,10005.27688,0,423.0605,1499.975,0.972993875,0.027005913,0,173.515375,4.9992,2897.14875,12157.40625,39.125,40.812,39.7185,39.875,40.312,1454.605,40.37,0,45.5,0,173.4970385,-0.544307699,10.73777774,2897.335385,15,1712256685,11:51:25,1712256676,1712256685,1,-0.174,-0.028,-9.781,-0.497,399,16,0.33,0.06,-7.994068571,0.048001328,0.03291041,1,1.879255238,-0.004537995,0.002731198,1,2,2,2/2,100,100,-9.724,-0.4631,-6.577452347,-0.007814304,-3.18182E-07,6.4783E-10,-0.407763786,-0.027428369,0.001386821,-3.00526E-06,5,2011,2,27,1.4,1.3,1.05103,2.44019,1.59912,2.31079,1.60278,2.4231,30.6956,16.0233,18,597.122,461.439,23.0024,25.3314,30.0006,25.3012,25.305,21.0292,41.9238,84.107,23,400,15.984,101.028,103.319
3,1712256811,96.9000001,20240404 11:53:31,11:53:31,15,h3.phatan.1,50.93125813,1712256803,0.001888813,1.888812521,7.406867847,391.70975,300.9531718,30.63842347,39.87786247,0.145428723,2.959087895,0.141571573,0.088820262,241.7321375,25.27512998,24.8582875,3.15291219,59.77140685,1.827886692,3.058128941,1.325025498,-83.29663216,-81.43126836,-5.797717672,71.20651931,0,0,1,0,54252.24297,RECT-1505-20210918-17_20_47,10288.4,812.936,2752.91,0.704699391,-1,MPF-260-20240403-11_52_16,10254.4,173.42096,322.8039378,0.462766901,0.5,1261.183276,7.406867847,291.8169378,0.006665857,7.528117775,252.2250792,-,0,252.2250792,0.218643115,2.116540005,0.971776189,-0.304781077,1.252648779,3.078315738,-2.078315738,1499.966875,1261.183276,0.840807418,0.161158317,6,0.5,0: Broadleaf,2,1712256803,391.70975,399.856625,17.95485,16.09991875,401.433375,18.4161625,599.989625,101.690375,0.114245563,24.34784375,999.9,24.8582875,0,0,10000.31625,0,418.661375,1499.966875,0.972995688,0.027004169,0,173.4173125,4.9992,2889.173125,12157.34375,39.253875,40.976375,39.88275,39.992125,40.437,1454.596875,40.37,0,48.10000014,0,173.42096,-0.120538468,64.25307699,2890.0568,15,1712256685,11:51:25,1712256676,1712256685,1,-0.174,-0.028,-9.781,-0.497,399,16,0.33,0.06,-8.150431429,-0.017152987,0.050064446,1,1.856253333,-0.014990649,0.007450332,1,2,2,2/2,100,100,-9.723,-0.4605,-6.577452347,-0.007814304,-3.18182E-07,6.4783E-10,-0.407763786,-0.027428369,0.001386821,-3.00526E-06,5,2011,2,27,2.2,2.1,1.05347,2.44629,1.59912,2.30957,1.60278,2.32422,30.8037,16.0058,18,596.94,460.62,23.0023,25.4061,30.0008,25.3569,25.3601,21.0855,41.0435,81.8221,23,400,16.1437,101.012,103.304
4,1712257112,397.9000001,20240404 11:58:32,11:58:32,15,g4.phatan.1,46.85473977,1712257104,0.003194514,3.194513958,12.74666565,386.0101875,301.0403869,30.64222257,39.29110709,0.272046451,2.959729382,0.258878833,0.162929204,241.738901,24.41060982,24.124875,3.017514296,60.45478057,1.791142434,2.962780473,1.226371862,-140.8780655,-48.61444791,-3.438535872,48.80785167,0,0,1,0,54367.32888,RECT-1505-20210918-17_20_47,10288.4,812.936,2752.91,0.704699391,-1,MPF-261-20240403-11_57_17,10238,267.5753077,504.5102826,0.469633589,0.5,1261.216126,12.74666565,296.154728,0.010899532,4.456598399,351.0031459,-,0,351.0031459,0.30426959,1.543478564,0.936089471,-0.768207583,1.158984459,2.024722821,-1.024722821,1500.005625,1261.216126,0.840807597,0.161158663,6,0.5,0: Broadleaf,2,1712257104,386.0101875,399.9899375,17.5968375,14.45854375,395.5980625,18.0755125,600.0013125,101.6758125,0.111933938,23.82020625,999.9,24.124875,0,0,10005.3875,0,418.891625,1500.005625,0.972992063,0.027007825,0,267.6513125,4.9992,4367.2775,12157.65,38.25775,39.902125,38.9803125,39.23025,39.625,1454.625625,40.38,0,299.3,0,267.5753077,-1.655863269,-26.38700861,4366.36,15,1712257076,11:57:56,1712257070,1712257076,2,0.091,-0.01,-9.696,-0.527,400,14,0.3,0.02,-13.99532381,0.374750649,0.060892684,0,3.098689524,0.534105195,0.082348761,0,0,2,0/2,100,100,-9.587,-0.4808,-6.486894176,-0.007814304,-3.18182E-07,6.4783E-10,-0.418263414,-0.027428369,0.001386821,-3.00526E-06,5,2011,2,27,0.7,0.6,1.06079,2.45239,1.59912,2.30469,1.60278,2.29248,30.8469,15.9795,18,592.231,456.409,23.0023,24.9947,29.9997,25.0712,25.0814,21.2184,43.2405,70.2421,23,400,14.4996,101.106,103.391
5,1712257164,449.9000001,20240404 11:59:24,11:59:24,15,g4.phatan.1,50.59928274,1712257156,0.003022919,3.022918853,12.90415732,385.8630667,294.8781005,30.01428665,39.27522821,0.255026487,2.960336323,0.24341942,0.153135958,241.7376746,24.41521481,24.09664,3.012404972,60.15840446,1.778122476,2.955734102,1.234282496,-133.3107214,-50.43498596,-3.565351046,54.42661623,0,0,1,0,54392.46209,RECT-1505-20210918-17_20_47,10288.4,812.936,2752.91,0.704699391,-1,MPF-262-20240403-11_58_09,10237.6,266.59508,506.5323182,0.473685942,0.5,1261.210221,12.90415732,298.7087756,0.011024457,4.434816103,351.9807016,-,0,351.9807016,0.305116991,1.55247317,0.935628418,-0.783075572,1.157942159,2.049702476,-1.049702476,1499.998667,1261.210221,0.840807561,0.161158593,6,0.5,0: Broadleaf,2,1712257156,385.8630667,399.9337333,17.46932667,14.4992,395.4498,17.95045333,599.9967333,101.6728667,0.112537533,23.78062667,999.9,24.09664,0,0,10009.12133,0,419.9771333,1499.998667,0.9729904,0.02700912,0,266.5505333,4.9992,4349.340667,12157.60667,38.13733333,39.7374,38.80786667,39.14153333,39.5496,1454.620667,40.378,0,50.29999995,0,266.59508,1.188615397,-5.913076971,4349.3088,15,1712257076,11:57:56,1712257070,1712257076,2,0.091,-0.01,-9.696,-0.527,400,14,0.3,0.02,-14.08612381,-0.005641558,0.061633741,1,2.982624762,-0.130609091,0.021799573,0,1,2,1/2,100,100,-9.586,-0.4813,-6.486894176,-0.007814304,-3.18182E-07,6.4783E-10,-0.418263414,-0.027428369,0.001386821,-3.00526E-06,5,2011,2,27,1.6,1.5,1.06201,2.45239,1.59912,2.30591,1.60278,2.39502,30.8037,15.9708,18,592.471,456.288,22.9997,24.9796,30.0002,25.0456,25.0612,21.2493,41.7703,67.5687,23,400,14.5434,101.105,103.392
6,1712257223,508.9000001,20240404 12:00:23,12:00:23,15,g4.phatan.1,51.42476988,1712257215,0.002983821,2.983820859,13.07893094,385.726,293.4566285,29.86887817,39.260326,0.254331346,2.957450189,0.242775213,0.152729019,241.7347554,24.27918811,23.95165625,2.986288089,60.22806448,1.764523029,2.929735571,1.22176506,-131.5864999,-50.6676954,-3.580016076,55.90054401,0,0,1,0,54333.96137,RECT-1505-20210918-17_20_47,10288.4,812.936,2752.91,0.704699391,-1,MPF-263-20240403-11_59_08,10243.6,266.15144,504.9775301,0.472943994,0.5,1261.201198,13.07893094,298.2387661,0.011163113,4.451549497,351.2292491,-,0,351.2292491,0.304465589,1.553357791,0.935983048,-0.775513952,1.158743607,2.049903207,-1.049903207,1499.98875,1261.201198,0.840807105,0.161157712,6,0.5,0: Broadleaf,2,1712257215,385.726,399.9568125,17.3361375,14.40385,395.311625,17.81978125,599.9601875,101.6706875,0.112251688,23.633875,999.9,23.95165625,0,0,9992.96625,0,419.0871875,1499.98875,0.9730065,0.0269935,0,266.1663125,4.9992,4334.6975,12157.575,37.827875,39.4566875,38.4999375,38.9409375,39.30825,1454.636875,40.355,0,57.5,0,266.15144,-0.451538466,-14.95307692,4334.7048,15,1712257076,11:57:56,1712257070,1712257076,2,0.091,-0.01,-9.696,-0.527,400,14,0.3,0.02,-14.22330476,-0.018257143,0.042317907,1,2.935541905,-0.023452987,0.010866916,1,2,2,2/2,100,100,-9.585,-0.484,-6.486894176,-0.007814304,-3.18182E-07,6.4783E-10,-0.418263414,-0.027428369,0.001386821,-3.00526E-06,5,2011,2,27,2.5,2.5,1.06323,2.44507,1.59912,2.30469,1.60278,2.45117,30.6956,15.9795,18,592.499,456.039,22.9997,24.9997,30.0003,25.0436,25.0573,21.2772,40.1133,64.8769,23,400,14.4886,101.103,103.382
7,1712257484,769.9000001,20240404 12:04:44,12:04:44,15,a2.phatan.1-c6,48.21731351,1712257476,0.001369935,1.369935005,5.224895228,394.25175,308.530516,31.39901785,40.12283095,0.108361392,2.959059449,0.106204175,0.06656785,241.7392912,25.0284962,24.44210625,3.075442434,60.02323635,1.794116098,2.989035925,1.281326336,-60.4141337,-75.79911845,-5.375120971,100.1509181,0,0,1,0,54320.30725,RECT-1505-20210918-17_20_47,10288.4,812.936,2752.91,0.704699391,-1,MPF-264-20240403-12_03_29,10256.7,175.6732692,242.1103456,0.27440825,0.5,1261.218221,5.224895228,173.0443428,0.004935621,10.37047652,200.1118532,-,0,200.1118532,0.173468392,1.581891933,0.983548056,-0.116387685,1.294243972,1.801955002,-0.801955002,1500.008125,1261.218221,0.840807593,0.161158655,6,0.5,0: Broadleaf,2,1712257476,394.25175,400.016625,17.6292,16.28344375,403.7614375,18.08988125,600.0124375,101.659375,0.110194688,23.9669625,999.9,24.44210625,0,0,10003.20438,0,483.098125,1500.008125,0.972992938,0.027007413,0,175.76025,4.9992,2891.891875,12157.675,37.386625,39.2185,38.085625,38.308125,38.73425,1454.63375,40.38,0,259.1000001,0,175.6732692,-6.162564109,-90.20478637,2890.622692,15,1712257450,12:04:10,1712257444,1712257450,3,0.141,0.018,-9.554,-0.486,400,16,0.53,0.08,-5.758539,0.006547669,0.025977922,1,1.310144,0.500079699,0.071127805,0,1,2,1/2,100,100,-9.509,-0.4613,-6.345314059,-0.007814304,-3.18182E-07,6.4783E-10,-0.40056265,-0.027428369,0.001386821,-3.00526E-06,5,2011,2,27,0.7,0.6,1.06812,2.44507,1.59912,2.30469,1.60278,2.5,30.48,15.9445,18,595.817,460.334,23.0039,24.7718,30.0006,24.8344,24.852,21.3655,30.1134,59.2178,23,400,16.2631,101.154,103.415
8,1712257553,838.9000001,20240404 12:05:53,12:05:53,15,a2.phatan.1-c6,52.99776854,1712257545,0.001303298,1.303298262,5.354524735,394.1254667,300.6664289,30.59917252,40.11060761,0.101033022,2.957650011,0.099154117,0.062137225,241.7382754,25.25275606,24.65874,3.115557333,59.81539429,1.810232873,3.026366197,1.30532446,-57.47545337,-77.34206242,-5.49888198,101.4218777,0,0,1,0,54240.90673,RECT-1505-20210918-17_20_47,10288.4,812.936,2752.91,0.704699391,-1,MPF-265-20240403-12_04_38,10262.3,171.07352,234.9173674,0.271771509,0.5,1261.215581,5.354524735,171.3812306,0.005038413,10.71863124,195.1724819,-,0,195.1724819,0.169186663,1.606341209,0.984460921,-0.110452923,1.297951742,1.832624947,-0.832624947,1500.005333,1261.215581,0.840807398,0.161158277,6,0.5,0: Broadleaf,2,1712257545,394.1254667,399.9937333,17.78728667,16.50715333,403.634,18.24487333,599.9919333,101.659,0.112164267,24.17369333,999.9,24.65874,0,0,9995.248,0,482.7407333,1500.005333,0.972996667,0.027003347,0,171.0746667,4.9992,2823.728667,12157.66667,37.6912,39.64553333,38.3498,38.708,39.04546667,1454.635333,40.37,0,67.5,0,171.07352,-2.317692294,-42.00923085,2822.976,15,1712257450,12:04:10,1712257444,1712257450,3,0.141,0.018,-9.554,-0.486,400,16,0.53,0.08,-5.8271955,-0.585003158,0.0794109,0,1.273325,0.168787669,0.016606549,0,0,2,0/2,100,100,-9.508,-0.4578,-6.345314059,-0.007814304,-3.18182E-07,6.4783E-10,-0.40056265,-0.027428369,0.001386821,-3.00526E-06,5,2011,2,27,1.8,1.7,1.06812,2.45239,1.59912,2.30347,1.60278,2.4585,30.5015,15.927,18,596.357,459.766,23.0025,24.8825,30.0009,24.8963,24.9139,21.3726,28.5813,58.0965,23,400,16.5237,101.127,103.389
9,1712257611,896.9000001,20240404 12:06:51,12:06:51,15,a2.phatan.1-c6,54.55165874,1712257603,0.001264912,1.264912404,5.348338474,394.168,298.2524303,30.35481335,40.11667586,0.09804172,2.959660565,0.096272555,0.06032664,241.7371221,25.32804915,24.7280625,3.128490265,60.02543086,1.823808172,3.038392472,1.304682093,-55.78263701,-77.90476859,-5.538908788,102.5108077,0,0,1,0,54288.28566,RECT-1505-20210918-17_20_47,10288.4,812.936,2752.91,0.704699391,-1,MPF-266-20240403-12_05_36,10259.9,168.59648,232.9987577,0.276406099,0.5,1261.209524,5.348338474,174.3030024,0.005033532,10.81512737,193.8463276,-,0,193.8463276,0.168037077,1.644911376,0.984700486,-0.111050426,1.298940729,1.891261488,-0.891261488,1499.998125,1261.209524,0.8408074,0.161158283,6,0.5,0: Broadleaf,2,1712257603,394.168,400.014625,17.9199,16.67771875,403.6769375,18.37485625,600.0309375,101.663875,0.111702563,24.23981875,999.9,24.7280625,0,0,10006.17188,0,481.6385625,1499.998125,0.972999125,0.027000863,0,168.5885,4.9992,2790.138125,12157.6125,37.917625,39.945,38.566,38.9960625,39.27325,1454.63,40.37,0,56.5,0,168.59648,-2.124615398,-39.67307695,2789.2168,15,1712257450,12:04:10,1712257444,1712257450,3,0.141,0.018,-9.554,-0.486,400,16,0.53,0.08,-5.842768095,0.034234286,0.037476872,1,1.22942,0.193334026,0.020868314,0,1,2,1/2,100,100,-9.509,-0.4551,-6.345314059,-0.007814304,-3.18182E-07,6.4783E-10,-0.40056265,-0.027428369,0.001386821,-3.00526E-06,5,2011,2,27,2.8,2.7,1.06812,2.45361,1.59912,2.30347,1.60278,2.34009,30.5446,15.9182,18,596.19,459.325,23.0024,25.0104,30.0008,24.9768,24.9873,21.3782,27.1442,57.3484,23,400,16.6764,101.103,103.368
